Seat No.,PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412,CGPA
CS-97430,3.7,3.0,4.0,3.7,3.7,3.7,3.0,3.0,3.3,2.7,2.0,3.3,4.0,4.0,3.0,3.7,3.7,3.3,2.7,3.0,2.7,3.0,4.0,2.7,2.0,2.3,3.0,2.3,3.7,1.3,1.3,1.7,3.0,2.0,3.0,2.7,2.0,2.3,3.3,3.0,2.0,2.917
CS-97431,4.0,3.3,4.0,3.7,3.3,4.0,3.3,3.7,3.0,3.3,4.0,3.0,4.0,4.0,3.7,4.0,4.0,4.0,3.3,4.0,3.7,3.3,3.7,3.0,3.3,3.3,3.3,2.7,3.7,2.7,2.3,3.3,3.7,2.3,3.3,3.3,2.7,3.3,3.3,2.3,2.7,3.424
CS-97432,2.0,2.0,4.0,3.7,2.7,3.3,2.3,2.0,3.0,2.7,1.0,3.0,1.0,3.0,2.3,3.3,2.3,2.7,1.3,3.0,3.0,2.0,4.0,3.0,2.3,3.3,3.3,3.3,3.0,2.7,1.7,2.0,3.7,3.0,4.0,2.0,3.0,2.3,3.7,3.3,3.0,2.784
CS-97433,3.3,2.3,4.0,3.7,2.7,4.0,3.7,3.3,3.7,2.7,1.3,3.0,2.7,2.0,3.3,3.0,3.0,2.0,2.7,2.7,3.0,2.7,3.3,3.0,2.0,3.0,3.0,2.0,3.3,1.0,1.0,1.0,3.7,1.7,3.0,2.0,2.0,1.7,3.0,3.0,,2.699
CS-97434,3.3,3.0,4.0,3.7,3.0,4.0,3.0,3.0,3.3,3.3,4.0,3.3,4.0,4.0,3.7,4.0,3.7,3.7,3.3,4.0,3.3,3.7,4.0,3.3,3.0,3.7,4.0,3.3,3.7,3.3,2.3,3.3,3.7,2.3,4.0,3.0,3.3,3.0,3.3,3.0,3.0,3.481
CS-97435,3.7,1.7,3.3,4.0,3.0,2.7,3.7,2.0,3.7,1.7,2.3,3.0,3.0,2.0,3.3,3.0,3.3,2.3,2.7,3.0,2.7,3.0,4.0,3.3,2.0,3.7,3.0,2.7,3.0,3.0,2.3,2.7,3.7,3.3,4.0,2.0,3.0,3.3,3.7,3.7,2.7,3.014
CS-97436,4.0,2.7,4.0,4.0,3.0,4.0,3.7,3.0,3.7,3.0,3.7,3.7,3.7,4.0,3.7,4.0,3.3,3.7,3.3,2.7,4.0,3.7,4.0,3.7,2.7,3.7,4.0,3.3,3.7,3.0,2.7,3.3,4.0,3.0,3.7,3.3,3.7,3.3,4.0,4.0,3.7,3.559
CS-97437,4.0,3.0,4.0,3.3,4.0,4.0,2.3,4.0,4.0,3.0,3.7,3.3,4.0,4.0,3.7,4.0,4.0,4.0,3.7,3.7,2.7,3.7,4.0,3.0,3.3,3.7,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.7,4.0,2.3,4.0,4.0,4.0,3.73
CS-97438,4.0,3.7,4.0,4.0,3.7,4.0,3.0,4.0,4.0,3.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,3.0,3.7,4.0,3.7,3.3,3.7,4.0,4.0,4.0,4.0,3.3,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,3.7,3.831
CS-97439,3.7,1.0,4.0,3.3,3.0,4.0,3.3,3.0,3.7,3.3,3.0,3.0,2.7,3.7,3.0,4.0,4.0,3.3,3.0,3.3,3.3,3.0,3.7,3.3,2.7,3.3,3.7,3.7,3.7,2.7,2.7,1.7,3.3,2.0,3.3,3.0,3.3,2.3,3.0,3.7,3.3,3.219
CS-97440,3.3,2.3,4.0,3.7,3.3,3.7,2.7,3.7,3.7,3.0,4.0,3.0,2.3,2.7,3.3,4.0,3.3,3.3,3.3,3.3,3.0,3.3,4.0,2.3,2.3,3.3,3.3,2.7,2.3,2.0,1.7,2.0,3.0,2.0,4.0,1.3,2.7,2.7,3.0,2.0,2.7,3.019
CS-97441,4.0,2.7,4.0,3.7,4.0,3.7,3.3,4.0,3.7,3.0,3.7,2.0,3.3,4.0,4.0,4.0,4.0,3.3,4.0,3.7,3.3,4.0,4.0,3.7,3.7,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.3,4.0,4.0,3.7,3.756
CS-97442,4.0,2.0,4.0,4.0,3.0,3.7,3.7,1.7,3.7,2.7,3.0,3.0,2.7,3.7,2.7,3.0,2.7,2.3,2.0,2.3,3.0,2.3,4.0,3.0,2.0,3.0,3.0,2.0,2.3,2.3,2.0,1.7,4.0,2.3,4.0,3.0,2.7,3.0,3.3,2.0,2.7,2.891
CS-97443,3.3,2.0,4.0,2.3,3.7,3.3,4.0,3.3,4.0,3.7,3.3,2.7,2.0,3.7,3.0,3.7,3.3,2.3,2.7,3.0,3.7,3.0,4.0,3.3,3.0,3.0,2.7,3.3,1.7,3.3,1.7,3.0,4.0,3.3,4.0,1.7,2.3,3.0,4.0,3.7,3.0,3.179
CS-97444,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.7,3.0,3.3,3.3,3.7,3.7,4.0,2.7,3.3,4.0,3.3,2.0,2.0,2.0,3.3,3.3,3.0,2.3,2.7,3.0,3.7,4.0,3.7,2.3,2.3,4.0,2.7,3.7,2.0,3.0,2.3,2.7,2.3,3.0,3.137
CS-97445,3.3,2.3,3.3,3.0,2.0,3.7,3.0,3.0,3.3,2.0,2.3,2.7,2.0,2.3,2.7,3.0,2.7,1.0,1.3,2.0,2.7,1.0,3.0,3.3,2.0,1.7,2.3,2.0,1.3,1.0,2.0,1.7,3.0,2.0,3.3,1.0,2.3,3.7,3.3,2.7,1.7,2.424
CS-97446,3.3,1.3,3.7,3.7,1.7,3.7,3.0,1.0,3.3,1.7,1.7,3.7,1.7,1.0,3.0,3.3,3.0,2.7,2.0,3.0,3.0,1.3,3.7,3.3,2.7,3.3,2.7,3.0,3.3,2.0,2.0,2.0,3.3,3.0,4.0,1.7,3.0,2.7,3.7,3.0,2.3,2.737
CS-97447,3.0,1.0,3.7,1.3,3.0,3.3,2.3,2.3,1.7,1.0,1.7,2.3,4.0,2.3,2.7,2.0,1.7,2.3,3.0,1.7,1.7,1.0,1.0,2.7,1.3,2.0,2.0,2.3,2.3,0.0,2.0,1.0,3.0,2.0,2.7,0.0,0.0,1.7,3.0,1.3,1.0,1.989
CS-97448,2.7,3.7,3.3,1.0,3.0,3.0,1.3,3.3,1.0,2.0,1.3,3.3,2.3,3.3,2.0,1.3,2.3,1.3,3.3,3.0,1.7,2.0,1.0,1.0,1.0,1.0,1.7,2.3,2.3,1.3,,0.0,1.7,1.0,2.7,0.0,,0.0,1.3,0.0,1.3,1.882
CS-97449,3.7,2.0,4.0,4.0,3.7,4.0,3.3,2.7,3.3,3.0,3.0,3.3,2.7,3.3,3.7,4.0,4.0,3.7,2.7,3.7,3.7,3.3,4.0,3.3,3.0,3.3,3.7,3.7,3.7,3.3,3.0,4.0,3.3,3.0,4.0,3.3,3.7,3.7,4.0,4.0,3.7,3.523
CS-97450,4.0,3.7,4.0,4.0,4.0,4.0,3.0,3.7,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,3.3,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,3.7,3.7,3.7,4.0,3.908
CS-97451,4.0,3.3,4.0,4.0,4.0,4.0,3.0,4.0,3.7,4.0,3.7,3.0,3.7,4.0,3.7,3.7,4.0,3.7,3.3,3.7,3.7,3.7,4.0,3.7,3.0,3.3,3.7,4.0,4.0,3.3,3.3,3.0,3.7,3.7,3.3,3.0,3.3,2.0,3.3,3.7,3.0,3.58
CS-97452,2.3,1.0,3.3,2.0,1.3,2.0,1.3,3.0,2.3,1.0,2.0,3.3,2.0,2.3,1.7,2.0,2.7,3.0,3.7,1.0,2.0,1.7,3.7,3.0,2.0,2.0,2.7,2.7,2.0,2.3,2.3,2.0,3.3,2.7,3.7,1.7,2.0,2.3,3.0,2.0,2.3,2.352
CS-97453,4.0,3.3,4.0,2.3,3.3,3.3,4.0,4.0,4.0,4.0,4.0,2.7,4.0,3.0,2.0,4.0,3.7,3.7,2.7,3.0,3.3,2.3,4.0,3.3,2.3,3.3,2.0,3.0,3.3,3.3,1.3,3.3,4.0,3.7,4.0,3.0,3.0,3.3,3.7,3.7,3.0,3.332
CS-97454,3.3,1.0,4.0,4.0,2.7,4.0,2.7,2.7,4.0,3.7,3.0,3.3,1.0,2.7,2.0,3.3,3.7,3.3,2.3,2.7,3.0,3.3,4.0,2.7,3.0,2.7,3.7,4.0,3.0,2.7,3.7,1.0,3.0,2.3,3.0,,,1.7,2.0,2.7,,2.935
CS-97455,3.0,1.3,3.7,3.7,2.0,4.0,2.0,2.7,2.7,2.7,1.0,4.0,2.0,3.0,0.0,0.0,3.0,3.3,1.7,2.0,2.7,2.0,3.3,,1.3,1.7,2.0,2.7,2.0,0.0,2.0,1.7,1.7,0.0,3.0,1.0,,0.0,0.0,0.0,1.0,1.923
CS-97456,4.0,3.0,4.0,3.0,3.0,4.0,3.3,3.0,4.0,4.0,4.0,2.7,2.7,3.0,2.7,2.7,3.7,4.0,2.3,2.0,3.0,4.0,2.3,3.3,2.0,3.0,2.7,3.3,2.7,2.0,1.7,1.7,2.3,2.0,3.7,2.0,2.0,2.0,3.0,3.0,2.3,2.918
CS-97457,3.3,2.0,4.0,2.0,2.0,2.0,2.3,4.0,2.0,1.7,3.3,3.0,2.3,3.0,2.3,3.3,3.0,2.3,2.0,3.0,2.7,1.7,4.0,3.0,2.0,3.0,2.7,1.3,3.0,2.0,3.7,2.0,3.7,2.7,3.3,2.0,1.7,2.3,2.7,2.3,1.7,2.612
CS-97458,1.7,2.3,3.3,1.0,1.3,3.0,3.0,4.0,3.0,2.7,1.7,3.3,1.3,2.3,2.0,2.7,1.7,2.3,2.0,1.3,3.7,3.3,3.3,3.0,4.0,1.7,1.0,2.0,1.3,1.0,3.3,1.3,2.7,2.0,4.0,0.0,1.3,3.3,3.7,2.3,1.0,2.334
CS-97459,2.0,1.0,3.7,3.3,3.7,3.0,3.0,2.7,2.3,1.3,3.3,3.0,1.0,4.0,1.7,2.0,1.7,2.7,2.0,1.7,2.3,1.7,2.7,3.0,3.0,2.0,1.0,2.0,1.7,1.7,3.0,1.3,2.0,2.0,2.7,0.0,1.0,3.0,3.0,2.0,1.3,2.206
CS-97460,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.3,4.0,3.7,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,4.0,3.942
CS-97461,3.3,2.7,4.0,4.0,3.0,4.0,3.3,3.0,3.3,3.7,3.3,3.3,2.7,3.7,4.0,4.0,3.3,3.3,3.0,3.3,2.7,3.3,4.0,3.7,3.0,3.3,3.3,3.0,3.3,2.7,1.7,3.7,4.0,3.0,4.0,3.3,3.3,3.3,4.0,3.3,3.3,3.405
CS-97462,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.3,3.7,4.0,4.0,3.7,4.0,3.7,3.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,3.7,3.7,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.0,4.0,3.7,4.0,3.3,4.0,3.7,3.7,3.843
CS-97463,4.0,2.0,4.0,4.0,3.0,4.0,3.3,3.3,3.7,3.3,1.7,3.7,3.0,3.3,3.0,3.7,3.7,3.3,2.3,3.0,3.3,3.7,4.0,3.3,3.0,3.3,3.7,3.3,3.7,3.0,2.0,3.7,4.0,3.0,4.0,2.7,3.3,3.0,3.7,3.3,3.0,3.339
CS-97464,4.0,3.3,4.0,4.0,3.7,4.0,4.0,3.7,4.0,4.0,4.0,3.3,3.0,3.7,3.7,4.0,4.0,3.7,3.7,3.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,3.7,3.7,4.0,3.3,4.0,3.7,4.0,3.7,4.0,3.7,3.7,3.818
CS-97465,4.0,3.3,4.0,4.0,4.0,4.0,2.3,3.3,3.7,2.7,3.0,3.0,4.0,4.0,4.0,4.0,3.7,3.7,3.3,3.7,2.7,3.7,4.0,3.3,3.7,3.3,4.0,3.7,4.0,3.0,3.0,3.3,4.0,3.7,4.0,3.0,4.0,3.0,3.7,3.7,3.7,3.607
CS-97466,3.7,3.0,4.0,3.7,4.0,4.0,2.7,4.0,3.3,2.3,4.0,3.3,3.7,3.7,3.7,3.3,3.7,3.7,3.3,3.3,3.7,3.3,4.0,3.0,3.0,3.7,4.0,3.7,4.0,3.3,1.7,3.7,4.0,3.0,4.0,4.0,3.3,3.0,3.3,3.0,3.3,3.528
CS-97467,3.7,1.7,4.0,4.0,2.7,4.0,2.7,2.7,3.3,3.0,2.0,3.0,2.7,3.7,3.3,4.0,3.3,3.3,2.3,3.3,3.3,3.0,4.0,3.0,2.7,2.7,3.7,3.7,4.0,2.7,1.0,3.3,3.7,3.0,4.0,2.7,3.0,3.0,3.3,2.0,2.7,3.149
CS-97468,2.3,2.7,4.0,3.0,4.0,3.3,2.7,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.3,1.3,3.0,2.0,2.0,2.0,2.7,2.0,4.0,2.0,1.3,2.0,2.3,1.0,2.3,2.3,0.0,1.3,3.3,1.7,3.3,1.3,2.0,3.3,2.0,1.3,2.0,2.264
CS-97469,1.7,1.0,3.0,2.0,1.0,3.0,2.0,3.7,2.0,1.7,1.3,3.0,2.0,2.0,3.0,1.0,2.7,2.0,3.0,3.0,2.3,3.7,2.3,2.0,0.0,1.7,1.0,1.7,1.7,1.0,,1.7,2.0,2.3,4.0,1.7,1.3,1.0,2.7,1.7,1.0,2.035
CS-97470,4.0,3.7,4.0,4.0,4.0,4.0,3.0,3.7,3.3,3.3,3.7,3.7,3.7,4.0,2.0,4.0,4.0,4.0,3.7,4.0,3.3,4.0,4.0,3.0,3.7,3.7,4.0,3.7,3.3,3.7,4.0,3.3,4.0,3.7,4.0,3.3,4.0,3.3,4.0,4.0,3.7,3.714
CS-97471,2.7,3.0,3.7,2.7,2.7,4.0,3.0,3.0,3.0,2.3,4.0,3.0,3.0,2.0,3.3,2.7,2.7,2.7,1.0,3.0,3.3,3.0,4.0,3.0,1.7,2.7,2.7,1.7,4.0,1.0,1.0,2.0,3.3,2.3,3.7,2.0,2.7,1.7,3.3,2.3,2.0,2.706
CS-97472,3.3,2.0,4.0,4.0,3.7,3.7,2.7,3.3,3.7,1.7,3.0,3.3,3.0,3.3,3.7,4.0,4.0,3.3,3.0,3.0,3.7,2.7,4.0,3.3,2.7,3.7,3.3,3.3,3.0,3.0,2.0,3.7,4.0,3.3,4.0,3.0,3.0,3.0,3.7,3.3,3.3,3.339
CS-97473,3.7,4.0,4.0,4.0,4.0,4.0,3.3,3.7,4.0,4.0,4.0,3.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,3.3,4.0,3.0,3.7,3.0,4.0,3.876
CS-97474,3.7,2.0,4.0,4.0,3.0,4.0,3.3,2.0,3.3,2.3,1.0,3.0,3.3,1.7,3.0,3.3,3.3,2.3,1.7,3.3,3.3,3.3,4.0,3.3,2.3,2.7,3.0,3.3,4.0,1.7,1.3,3.0,4.0,2.3,4.0,3.0,3.0,3.3,3.3,3.0,2.7,3.019
CS-97475,3.0,1.0,4.0,3.0,2.7,3.0,3.3,2.0,3.3,2.0,2.3,4.0,1.3,2.3,3.0,3.7,2.7,3.3,3.0,2.7,3.0,3.0,4.0,3.0,2.3,2.7,3.3,2.0,2.3,2.0,1.0,2.3,3.7,3.0,3.0,2.3,2.0,3.3,3.3,3.0,2.3,2.763
CS-97476,3.0,2.0,4.0,3.0,3.3,4.0,2.7,4.0,3.3,3.0,2.7,3.0,3.7,3.0,3.3,3.3,3.7,3.3,2.0,2.7,3.0,3.0,3.7,3.0,2.7,2.7,3.0,3.3,4.0,3.0,2.0,2.3,3.3,3.0,3.7,2.7,3.3,3.0,3.3,2.7,2.3,3.111
CS-97477,2.7,2.7,3.7,4.0,3.0,4.0,3.0,3.3,3.7,3.3,2.7,3.0,4.0,3.0,2.7,3.3,3.0,3.0,1.7,3.3,3.0,3.0,4.0,3.3,3.7,3.0,3.3,3.3,4.0,3.0,2.0,3.0,4.0,2.7,4.0,3.0,3.0,3.3,3.3,2.7,3.0,3.211
CS-97478,2.7,2.7,3.7,1.7,1.7,2.3,2.7,1.0,2.0,1.3,3.3,2.7,2.7,2.0,2.3,2.7,3.0,2.0,1.0,3.0,2.7,2.0,4.0,2.7,1.3,2.0,3.3,2.3,3.0,1.3,0.0,2.7,3.0,1.7,3.3,2.3,2.3,2.3,3.0,2.7,2.3,2.414
CS-97479,3.3,1.7,3.7,4.0,3.0,3.7,3.0,4.0,2.7,1.7,2.3,3.3,1.3,2.0,2.0,3.7,3.0,2.0,1.7,3.0,3.0,1.3,3.3,1.7,2.3,3.0,2.3,3.3,3.3,1.7,3.7,2.7,3.0,2.7,4.0,2.0,2.3,2.7,3.3,3.0,2.3,2.779
CS-97480,3.3,1.0,4.0,3.3,3.0,4.0,3.7,3.3,3.7,3.3,3.0,3.3,2.7,1.3,3.3,3.7,4.0,3.3,3.0,3.3,3.7,3.3,4.0,3.0,2.7,3.7,3.7,3.0,3.7,2.0,1.3,1.3,3.0,2.7,4.0,2.7,3.0,2.7,3.7,2.0,2.3,3.099
CS-97481,2.7,1.3,4.0,3.7,2.3,4.0,3.7,1.0,3.0,2.0,1.7,3.3,1.0,1.0,3.0,3.0,3.0,2.7,1.3,3.0,3.3,1.7,3.0,3.3,2.0,2.7,2.3,2.3,2.0,1.7,0.0,1.7,2.0,1.3,4.0,1.0,2.3,2.3,3.7,3.0,2.0,2.444
CS-97482,2.7,3.7,2.3,1.0,3.0,3.0,3.7,3.7,2.0,1.0,1.0,2.3,1.0,0.0,1.7,1.3,2.0,1.3,3.0,2.7,1.7,1.0,3.0,1.3,0.0,1.7,1.0,2.3,1.7,0.0,,,,,,,,,,,,1.896
CS-97483,3.0,1.3,4.0,3.3,3.7,4.0,3.0,3.3,3.3,3.3,3.0,3.3,3.3,2.0,2.3,3.7,3.3,3.3,2.0,2.7,2.7,2.7,3.3,2.7,2.0,3.0,3.0,3.0,3.7,2.3,1.3,2.3,3.3,2.3,4.0,2.0,2.7,1.7,3.0,1.3,2.0,2.87
CS-97484,3.7,3.3,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,3.0,2.7,3.3,4.0,3.0,3.7,4.0,4.0,3.0,2.7,3.3,3.7,4.0,3.3,3.7,4.0,4.0,4.0,4.0,4.0,3.7,3.3,4.0,3.0,4.0,3.7,3.3,3.0,3.7,3.0,3.7,3.648
CS-97485,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.7,4.0,4.0,3.7,3.7,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,2.3,4.0,3.0,3.7,3.868
CS-97486,3.0,3.0,3.7,3.3,3.7,3.7,4.0,1.0,3.3,4.0,4.0,3.0,3.7,4.0,3.0,3.7,4.0,4.0,3.7,3.7,3.3,4.0,4.0,3.3,3.3,3.7,3.7,3.3,3.7,3.0,3.0,1.7,3.3,2.0,3.7,2.7,3.0,2.3,3.0,2.7,2.3,3.303
CS-97487,3.0,3.0,4.0,3.3,2.7,4.0,3.0,3.3,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.3,3.0,2.0,1.7,3.0,3.3,4.0,3.3,2.7,3.3,2.7,3.0,3.7,2.7,3.0,1.7,3.0,2.0,4.0,2.7,2.0,3.0,3.0,2.3,2.3,3.01
CS-97488,3.0,2.0,4.0,3.3,2.7,4.0,3.0,2.7,3.3,2.7,4.0,3.3,3.0,2.7,3.3,3.7,3.0,1.3,2.0,2.7,3.0,3.0,3.7,3.7,2.7,3.3,3.0,3.3,4.0,3.0,2.0,2.3,3.3,3.0,4.0,2.0,3.0,3.7,4.0,2.7,3.3,3.114
CS-97489,3.7,2.7,3.7,3.7,3.3,4.0,3.3,3.7,3.7,3.3,2.7,3.0,3.0,3.0,1.7,3.7,4.0,4.0,2.3,2.7,3.0,1.0,4.0,2.7,2.3,3.3,3.0,2.0,3.7,3.0,2.0,1.7,3.7,2.7,4.0,2.3,3.3,2.0,3.0,2.0,2.7,3.015
CS-97490,2.0,2.7,2.3,2.7,3.3,2.3,2.7,3.3,2.7,1.0,1.7,4.0,1.3,1.3,2.7,1.3,2.3,1.0,2.0,3.0,2.0,2.0,2.3,1.3,0.0,1.7,1.0,2.3,1.0,,,1.0,1.0,0.0,3.7,0.0,1.3,2.0,3.0,0.0,1.0,1.886
CS-97491,2.3,1.0,4.0,1.3,2.7,3.7,3.0,4.0,3.3,2.0,2.7,2.7,1.0,1.3,2.3,2.3,3.0,2.0,1.7,2.7,2.7,1.0,3.7,2.3,1.7,2.7,3.0,2.0,2.0,1.7,3.0,2.0,2.7,2.0,4.0,1.0,2.0,2.3,2.7,1.7,2.3,2.442
CS-97492,3.3,1.3,4.0,2.7,3.3,3.0,3.3,3.7,3.7,2.0,3.7,3.0,3.3,3.3,2.7,2.7,3.0,3.3,1.7,3.0,4.0,2.0,3.7,2.7,2.0,3.3,3.3,3.0,3.0,2.7,2.0,2.3,3.3,2.7,4.0,2.0,2.3,3.0,3.0,2.0,3.0,2.947
CS-97493,3.3,2.7,3.7,3.3,3.0,3.3,2.0,3.0,3.7,3.3,3.7,1.7,3.3,4.0,1.7,3.0,3.3,3.3,1.0,1.0,1.7,3.7,2.0,1.3,,2.0,2.0,2.3,3.3,1.0,3.3,2.3,2.3,2.3,3.7,2.0,2.0,1.7,2.7,2.0,2.0,2.602
CS-97494,4.0,3.0,4.0,4.0,4.0,3.3,4.0,3.0,4.0,4.0,3.3,3.0,2.0,1.0,3.3,3.7,4.0,3.3,2.3,2.7,3.7,3.7,4.0,3.3,3.0,3.7,3.3,3.3,4.0,3.3,2.3,2.7,4.0,3.0,3.3,3.0,3.7,3.0,3.7,3.0,3.0,3.35
CS-97495,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.7,3.0,4.0,4.0,3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.3,3.7,3.3,4.0,4.0,3.7,3.878
CS-97496,3.7,4.0,4.0,3.3,4.0,3.7,4.0,2.7,4.0,4.0,3.7,3.0,2.7,3.0,3.3,3.7,4.0,4.0,4.0,3.7,3.7,4.0,4.0,3.0,3.3,4.0,4.0,4.0,4.0,3.7,4.0,3.0,3.3,3.3,4.0,3.0,3.3,2.7,3.7,2.0,2.7,3.576
CS-97497,3.3,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.3,3.0,3.3,3.3,3.7,3.7,3.3,3.0,3.0,3.0,3.3,3.0,3.7,3.7,2.0,3.7,3.0,3.3,3.7,3.0,3.0,2.0,3.7,2.7,4.0,3.3,3.3,3.0,3.7,1.7,3.3,3.346
CS-97498,4.0,3.0,4.0,3.7,4.0,4.0,3.3,3.3,4.0,3.7,4.0,3.3,4.0,4.0,3.7,4.0,3.7,3.7,2.3,2.7,3.3,4.0,4.0,4.0,3.0,3.3,3.3,3.0,3.7,3.7,2.7,3.7,4.0,4.0,4.0,3.0,3.7,3.3,4.0,3.0,3.0,3.583
CS-97499,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,4.0,3.7,4.0,3.97
CS-97500,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,3.949
CS-97501,4.0,3.7,4.0,4.0,4.0,4.0,3.3,4.0,3.7,3.7,3.7,3.3,4.0,4.0,2.7,4.0,4.0,4.0,3.0,2.3,3.0,4.0,3.7,3.0,3.0,3.7,3.7,2.7,4.0,3.0,2.0,2.3,4.0,3.0,4.0,3.0,4.0,3.3,3.0,3.0,3.3,3.481
CS-97502,3.3,3.7,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.7,3.7,3.3,3.3,3.7,4.0,4.0,3.3,3.0,4.0,4.0,4.0,3.7,3.0,3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,3.7,4.0,4.0,3.0,3.763
CS-97503,3.0,2.0,4.0,3.0,2.7,3.3,4.0,1.0,3.0,2.0,2.7,3.0,2.0,1.0,3.7,2.7,2.0,1.3,4.0,3.7,3.7,2.7,2.7,3.0,2.3,3.3,2.3,3.3,3.3,2.0,2.7,1.3,2.7,1.3,4.0,1.7,3.0,3.0,3.7,1.7,3.3,2.782
CS-97504,4.0,4.0,4.0,3.7,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.3,4.0,4.0,4.0,3.3,3.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,3.3,3.3,4.0,3.7,3.3,3.863
CS-97505,4.0,3.0,4.0,4.0,4.0,4.0,3.7,3.3,3.7,3.3,3.7,4.0,4.0,3.7,4.0,4.0,3.7,4.0,3.0,3.3,4.0,3.0,3.7,4.0,3.0,4.0,3.3,3.7,3.7,3.7,3.3,3.7,3.7,3.3,4.0,4.0,4.0,3.3,4.0,3.7,3.7,3.711
CS-97506,3.7,2.0,4.0,3.3,4.0,3.7,3.0,3.0,3.3,1.7,2.3,3.7,4.0,4.0,3.7,4.0,3.3,4.0,2.7,3.3,3.0,3.0,4.0,3.0,3.0,3.3,3.7,3.3,4.0,3.3,2.3,3.7,4.0,4.0,3.7,4.0,4.0,3.3,3.7,3.3,3.0,3.443
CS-97507,3.3,2.7,4.0,3.7,3.0,4.0,4.0,1.7,3.7,3.7,3.7,1.3,2.3,1.3,2.7,3.7,3.0,1.0,3.7,3.7,3.0,2.7,3.3,3.0,1.7,3.3,2.7,3.0,3.3,2.3,3.0,2.7,3.7,3.3,4.0,3.3,3.7,3.0,3.0,3.0,3.0,3.107
CS-97508,3.7,1.7,4.0,4.0,3.3,3.7,3.7,3.0,3.7,3.0,3.0,3.3,2.3,2.0,3.0,3.7,2.7,2.7,1.7,2.0,3.3,2.3,3.7,3.7,2.0,3.0,3.3,3.3,4.0,2.7,2.3,3.0,3.7,3.0,3.7,3.0,3.0,3.3,3.7,3.0,3.3,3.116
